query_id,verse_id,query,positive,query_language,positive_language
BG_9_31_en_sa,BG_9_31,"Speedily he becomes virtuous and secures lasting peace. Know it for certain, Arjuna, that My devotee never falls.",क्षिप्रं भवति धर्मात्मा शश्वच्छान्तिं निगच्छति |कौन्तेय प्रतिजानीहि न मे भक्तः प्रणश्यति |,english,sanskrit
BG_9_32_sa_en,BG_9_32,मां हि पार्थ व्यपाश्रित्य येऽपि स्युः पापयोनयः |स्त्रियो वैश्यास्तथा शूद्रास्तेऽपि यान्ति परां गतिम् |,"Arjuna, women, VaisyasSudras, as well as those of vile birth, whoever they may be, taking refuge in Me they too attain the supreme goal.",sanskrit,english
BG_9_32_en_sa,BG_9_32,"Arjuna, women, VaisyasSudras, as well as those of vile birth, whoever they may be, taking refuge in Me they too attain the supreme goal.",मां हि पार्थ व्यपाश्रित्य येऽपि स्युः पापयोनयः |स्त्रियो वैश्यास्तथा शूद्रास्तेऽपि यान्ति परां गतिम् |,english,sanskrit
BG_9_33_sa_en,BG_9_33,किं पुनर्ब्राह्मणाः पुण्या भक्ता राजर्षयस्तथा |अनित्यमसुखं लोकमिमं प्राप्य भजस्व माम् |,"How much more, then, holy Brahmanas and royal sages devoted to Me! Therefore, having obtained this joyless and transient human life, constantly worship Me.",sanskrit,english
BG_9_33_en_sa,BG_9_33,"How much more, then, holy Brahmanas and royal sages devoted to Me! Therefore, having obtained this joyless and transient human life, constantly worship Me.",किं पुनर्ब्राह्मणाः पुण्या भक्ता राजर्षयस्तथा |अनित्यमसुखं लोकमिमं प्राप्य भजस्व माम् |,english,sanskrit
BG_10_1_sa_en,BG_10_1,श्रीभगवानुवाच |भूय एव महाबाहो शृणु मे परमं वचः |यत्तेऽहं प्रीयमाणाय वक्ष्यामि हितकाम्यया |,"Shree Bhagavan said: Arjuna, hear once again My supreme word, which I shall speak to you, who are so loving, out of solicitude for your welfare.",sanskrit,english
BG_10_1_en_sa,BG_10_1,"Shree Bhagavan said: Arjuna, hear once again My supreme word, which I shall speak to you, who are so loving, out of solicitude for your welfare.",श्रीभगवानुवाच |भूय एव महाबाहो शृणु मे परमं वचः |यत्तेऽहं प्रीयमाणाय वक्ष्यामि हितकाम्यया |,english,sanskrit
BG_10_2_sa_en,BG_10_2,न मे विदुः सुरगणाः प्रभवं न महर्षयः |अहमादिर्हि देवानां महर्षीणां च सर्वशः |,Neither gods nor the great sages know the secret of My birth; for I am the prime cause in all respects of gods as well as of the great seers.,sanskrit,english
BG_10_2_en_sa,BG_10_2,Neither gods nor the great sages know the secret of My birth; for I am the prime cause in all respects of gods as well as of the great seers.,न मे विदुः सुरगणाः प्रभवं न महर्षयः |अहमादिर्हि देवानां महर्षीणां च सर्वशः |,english,sanskrit
BG_10_4_sa_en,BG_10_4,बुद्धिर्ज्ञानमसम्मोहः क्षमा सत्यं दमः शमः |सुखं दुःखं भवोऽभावो भयं चाभयमेव च |,"Reason, right knowledge, unclouded understanding, forbearance, veracity, control over the senses and mind, joy and sorrow, evolution and dissolution, fear and fearlessness—these diverse traits of creatures emanate from me alone.",sanskrit,english
BG_10_4_en_sa,BG_10_4,"Reason, right knowledge, unclouded understanding, forbearance, veracity, control over the senses and mind, joy and sorrow, evolution and dissolution, fear and fearlessness—these diverse traits of creatures emanate from me alone.",बुद्धिर्ज्ञानमसम्मोहः क्षमा सत्यं दमः शमः |सुखं दुःखं भवोऽभावो भयं चाभयमेव च |,english,sanskrit
BG_10_5_sa_en,BG_10_5,अहिंसा समता तुष्टिस्तपो दानं यशोऽयशः |भवन्ति भावा भूतानां मत्त एव पृथग्विधाः |,"Non-violence, equanimity, contentment, austerity, charity, fame and obloquy—these diverse traits of creatures emanate from me alone.",sanskrit,english
BG_10_5_en_sa,BG_10_5,"Non-violence, equanimity, contentment, austerity, charity, fame and obloquy—these diverse traits of creatures emanate from me alone.",अहिंसा समता तुष्टिस्तपो दानं यशोऽयशः |भवन्ति भावा भूतानां मत्त एव पृथग्विधाः |,english,sanskrit
BG_10_6_sa_en,BG_10_6,महर्षयः सप्त पूर्वे चत्वारो मनवस्तथा |मद्भावा मानसा जाता येषां लोक इमाः प्रजाः |,"Seven great sages, four ancient Manus, and the fourteen progenitors including Sanaka and others, all these beings with minds born of me, have arisen by my will; their progeny fills the world.",sanskrit,english
